variant,rung,k,lossMax,lossTarget,days,total,avgDaily,median,worst,best,daysUnder1k,daysUnder2k,daysUnder5k,negDays,winRate,maxDD,ddSpanDays,retDD,opens,coverFillRate,coverPending,worstHeldFloor,capExceeded,opensBlocked,offsets
v5-20,2.25,2.25,4500,3150,765,1931948,2525,2275,-4500,19854,184,134,0,233,69,-15833,5,122,19.48,69.5,3377,-4500,0,1177,144
v6-20,generic,3.5,7000,5000,765,2856425,3734,3610,-7000,30311,184,148,69,223,71,-25778,5,110.8,29.21,61,5685,-7000,0,790,235
v6-20,3.25,3.25,6500,4550,765,2796737,3656,3554,-6500,30311,204,155,66,233,69,-24209,4,115.5,28.82,61,5588,-6755,0,980,286
v6-20,2.25,2.25,4500,3150,765,2449614,3202,2807,-4500,24699,227,188,0,260,66,-20227,9,121.1,25.88,60.5,4959,-5284,0,2414,356
v6-20,current,1,2000,1400,765,1523336,1991,423,-2000,18963,305,2,0,358,53,-14948,9,101.9,16.01,60.3,3095,-2378,0,6992,278
v7-20,current/generic,3.5,7000,5000,765,3488163,4560,3979,-6995,29938,198,158,62,225,70,-16163,3,215.8,40.31,68.1,7005,-7000,0,4951,568
v7-20,3.25,3.25,6500,4550,765,3468523,4534,3895,-6495,29938,187,149,48,229,70,-14916,4,232.5,39.6,67.9,6864,-6500,0,5507,617
v7-20,2.25,2.25,4500,3150,765,2953969,3861,2898,-4500,29713,201,143,0,238,69,-11853,4,249.2,34.66,67.5,6000,-4500,0,9206,623
v8-20,current/generic,3.5,7000,5000,765,1160369,1517,1360,-6960,15179,166,104,56,245,68,-18030,4,64.4,13.78,68.6,1769,-6995,0,618,62
v8-20,3.25,3.25,6500,4550,765,1149749,1503,1332,-6495,14559,169,111,58,245,68,-21180,4,54.3,13.66,68.5,1756,-6500,0,730,73
v8-20,2.25,2.25,4500,3150,765,1130937,1478,1221,-4500,13882,181,120,0,254,67,-15729,7,71.9,12.99,69.1,1607,-4500,0,1349,71
v9-20,current/generic,3.5,7000,5000,765,3861747,5048,4410,-6999,40549,146,122,38,181,76,-14063,3,274.6,41.01,71,6305,-7000,0,2809,552
v9-20,3.25,3.25,6500,4550,765,3824979,5000,4383,-6498,40549,147,116,31,177,77,-15978,3,239.4,40.45,70.8,6219,-6640,0,3241,603
v9-20,2.25,2.25,4500,3150,765,3385739,4426,3690,-4498,33040,145,107,0,191,75,-9883,5,342.6,36.99,70.7,5601,-4500,0,5879,605
v0-20-cATM,current/generic,3.5,7000,5000,765,1263234,1651,1466,-6899,11259,145,86,5,238,69,-13003,12,97.1,20.1,51,4096,-6988,0,24,44
v0-20-cATM,3.25,3.25,6500,4550,765,1262441,1650,1466,-6194,11259,148,83,5,238,69,-13130,7,96.2,20.09,51,4084,-6441,0,47,62
v0-20-cATM,2.25,2.25,4500,3150,765,1214138,1587,1359,-4487,11259,161,81,0,251,67,-14499,11,83.7,19.75,50.6,3939,-4496,0,396,218
v1-20-cATM,current/generic,3.5,7000,5000,765,1028949,1345,1124,-5095,18455,163,81,3,265,65,-21257,9,48.4,16.77,65.1,3589,-6990,0,31,42
v1-20-cATM,3.25,3.25,6500,4550,765,1026649,1342,1114,-5095,18455,162,85,3,262,65,-22377,12,45.9,16.74,65,3573,-6470,0,67,58
v1-20-cATM,2.25,2.25,4500,3150,765,1011341,1322,1049,-4460,18190,167,78,0,265,65,-21113,8,47.9,16.2,64.9,3412,-4500,0,537,136
v2-20-cATM,current/generic,3.5,7000,5000,765,1173269,1534,1373,-6899,11923,151,87,2,248,67,-12518,5,93.7,20.3,49.1,4311,-6985,0,25,56
v2-20-cATM,3.25,3.25,6500,4550,765,1163368,1521,1373,-6194,11923,154,86,2,248,67,-12893,7,90.2,20.31,49,4305,-6465,0,44,92
v2-20-cATM,2.25,2.25,4500,3150,765,1155881,1511,1287,-4477,12363,159,87,0,254,67,-10796,11,107.1,19.96,48.6,4156,-4492,0,399,255
v3-20-cATM,current/generic,3.5,7000,5000,765,1023015,1337,1035,-6215,11464,161,91,4,273,64,-18075,6,56.6,16.61,64.7,3514,-6955,0,36,39
v3-20-cATM,3.25,3.25,6500,4550,765,1046404,1368,1109,-6215,11464,157,89,4,266,65,-18555,6,56.4,16.58,65,3476,-6430,0,61,50
v3-20-cATM,2.25,2.25,4500,3150,765,1052095,1375,1111,-4405,11600,154,75,0,265,65,-16465,6,63.9,16.02,65.3,3321,-4500,0,518,122
v4-20-cATM,current/generic,3.5,7000,5000,765,1191931,1558,1407,-6990,24713,295,243,149,328,57,-51616,28,23.1,18.52,56,4213,-7000,0,1272,138
v4-20-cATM,3.25,3.25,6500,4550,765,1202958,1572,1338,-6492,24713,295,251,148,333,56,-52489,28,22.9,18.19,56.1,4088,-6500,0,1524,166
v4-20-cATM,2.25,2.25,4500,3150,765,1070949,1400,431,-4500,24713,327,274,0,364,52,-44900,28,23.9,16.01,56.2,3506,-4500,0,3060,179
v5-20-cATM,current/generic,3.5,7000,5000,765,1425075,1863,1440,-7000,22909,213,160,41,277,64,-24868,16,57.3,21.7,66.8,4647,-7000,0,331,88
v5-20-cATM,3.25,3.25,6500,4550,765,1396336,1825,1392,-6500,22909,214,162,43,280,63,-23920,13,58.4,21.53,66.7,4598,-6500,0,478,122
v5-20-cATM,2.25,2.25,4500,3150,765,1336364,1747,1173,-4500,22909,225,151,0,301,61,-22655,14,59,19.91,66.6,4186,-4500,0,1691,180
v6-20-cATM,current/generic,3.5,7000,5000,765,2035519,2661,2103,-7000,26062,233,195,86,285,63,-33668,9,60.5,31.86,55.9,7243,-7000,0,1040,202
v6-20-cATM,3.25,3.25,6500,4550,765,1978642,2586,1998,-6500,26062,244,199,95,290,62,-31399,9,63,31.32,55.9,7067,-6500,0,1320,238
v6-20-cATM,2.25,2.25,4500,3150,765,1652329,2160,1357,-4672,26360,287,242,0,330,57,-38873,35,42.5,27.53,55.3,6154,-4672,1,3142,293
v7-20-cATM,current/generic,3.5,7000,5000,765,2390921,3125,1719,-7000,33496,288,251,127,325,57,-52777,16,45.3,38.54,66.8,7510,-7000,0,9094,666
v7-20-cATM,3.25,3.25,6500,4550,765,2319270,3032,1508,-6500,33496,294,258,119,329,57,-54143,16,42.8,37.15,66.7,7249,-6500,0,10128,643
v7-20-cATM,2.25,2.25,4500,3150,765,1942204,2539,839,-4500,33496,292,236,0,344,55,-34699,16,56,30.5,66.6,5885,-4500,0,14972,578
v8-20-cATM,current/generic,3.5,7000,5000,765,641965,839,565,-6995,18745,236,138,41,325,57,-21159,9,30.3,10.84,56.7,2069,-7000,0,446,30
v8-20-cATM,3.25,3.25,6500,4550,765,619605,810,538,-6495,18745,235,142,46,326,57,-25080,10,24.7,10.74,56.8,2054,-6500,0,573,16
v8-20-cATM,2.25,2.25,4500,3150,765,559378,731,346,-4495,18745,258,151,0,351,54,-25403,33,22,10.2,56.7,1928,-4495,0,1193,25
v9-20-cATM,current/generic,3.5,7000,5000,765,2379380,3110,1784,-7000,33642,289,250,127,326,57,-52892,16,45,38.54,66.9,7633,-7000,0,9091,662
v9-20-cATM,3.25,3.25,6500,4550,765,2302851,3010,1517,-6500,33462,295,260,119,330,57,-54949,16,41.9,37.14,66.8,7372,-6500,0,10127,635
v9-20-cATM,2.25,2.25,4500,3150,765,1930690,2524,830,-4500,33456,292,234,0,343,55,-34704,16,55.6,30.51,66.7,5999,-4500,0,14969,578
